0	1
1	2
2	1
3	0
4	1
5	0
6	-1
7	0
8	-1
9	0
10	1
11	0
12	-1
13	0
14	1
15	2
16	1
17	2
18	3
19	4
20	5
21	6
22	5
23	6
24	7
25	8
26	7
27	6
28	5
29	6
30	5
31	6
32	7
33	6
34	5
35	4
36	5
37	6
38	7
39	6
40	5
41	6
42	5
43	6
44	7
45	6
46	7
47	6
48	7
49	6
50	5
51	4
52	3
53	4
54	3
55	4
56	3
57	4
58	5
59	6
60	7
61	8
62	7
63	6
64	5
65	4
66	5
67	6
68	5
69	6
70	5
71	4
72	5
73	4
74	3
75	4
76	5
77	6
78	5
79	4
80	3
81	2
82	3
83	2
84	3
85	4
86	3
87	4
88	5
89	6
90	5
91	4
92	5
93	4
94	3
95	4
96	5
97	4
98	5
99	4
100	5
101	4
102	5
103	6
104	5
105	6
106	5
107	6
108	5
109	4
110	5
111	4
112	5
113	6
114	5
115	6
116	7
117	8
118	9
119	10
120	11
121	12
122	11
123	10
124	11
125	12
126	11
127	10
128	9
129	10
130	11
131	12
132	13
133	12
134	13
135	12
136	11
137	10
138	11
139	12
140	11
141	12
142	11
143	12
144	11
145	10
146	9
147	8
148	7
149	6
150	7
151	8
152	9
153	8
154	7
155	8
156	9
157	8
158	7
159	8
160	9
161	8
162	9
163	8
164	9
165	10
166	9
167	10
168	11
169	10
170	11
171	10
172	9
173	8
174	9
175	10
176	9
177	8
178	9
179	10
180	9
181	8
182	7
183	8
184	7
185	8
186	9
187	10
188	9
189	10
190	11
191	12
192	13
193	14
194	15
195	14
196	15
197	16
198	17
199	16
200	15
201	14
202	13
203	12
204	13
205	14
206	15
207	16
208	17
209	16
210	15
211	14
212	15
213	14
214	13
215	12
216	13
217	14
218	15
219	14
220	15
221	16
222	15
223	16
224	15
225	14
226	15
227	14
228	15
229	14
230	13
231	14
232	15
233	14
234	13
235	14
236	15
237	14
238	15
239	14
240	15
241	14
242	15
243	14
244	13
245	12
246	13
247	12
248	13
249	12
250	11
251	10
252	9
253	10
254	11
255	10
256	9
257	10
258	11
259	12
260	11
261	10
262	11
263	10
264	9
265	10
266	9
267	8
268	7
269	8
270	9
271	8
272	9
273	8
274	7
275	8
276	9
277	8
278	9
279	10
280	9
281	8
282	7
283	8
284	7
285	8
286	7
287	8
288	9
289	8
290	7
291	6
292	5
293	6
294	5
295	4
296	5
297	6
298	5
299	6
300	5
301	4
302	5
303	6
304	5
305	4
306	5
307	4
308	3
309	2
310	3
311	4
312	5
313	6
314	5
315	6
316	5
317	4
318	5
319	6
320	7
321	8
322	7
323	6
324	5
325	4
326	5
327	4
328	5
329	6
330	5
331	4
332	3
333	2
334	1
335	2
336	3
337	4
338	3
339	4
340	5
341	4
342	5
343	4
344	5
345	6
346	5
347	6
348	5
349	4
350	5
351	4
352	3
353	4
354	3
355	2
356	1
357	2
358	3
359	4
360	5
361	4
362	3
363	2
364	3
365	2
366	1
367	0
368	1
369	2
370	3
371	2
372	1
373	2
374	3
375	2
376	3
377	2
378	1
379	0
380	1
381	0
382	1
383	2
384	1
385	0
386	-1
387	-2
388	-3
389	-2
390	-1
391	-2
392	-3
393	-4
394	-5
395	-6
396	-5
397	-4
398	-3
399	-4
400	-3
401	-4
402	-3
403	-4
404	-3
405	-4
406	-3
407	-4
408	-5
409	-6
410	-5
411	-6
412	-7
413	-6
414	-7
415	-6
416	-7
417	-8
418	-9
419	-8
420	-7
421	-8
422	-9
423	-10
424	-11
425	-10
426	-11
427	-12
428	-13
429	-14
430	-13
431	-12
432	-11
433	-10
434	-11
435	-12
436	-11
437	-12
438	-11
439	-12
440	-13
441	-12
442	-13
443	-14
444	-13
445	-12
446	-11
447	-12
448	-13
449	-14
450	-13
451	-12
452	-13
453	-12
454	-11
455	-12
456	-13
457	-12
458	-11
459	-10
460	-9
461	-10
462	-11
463	-10
464	-9
465	-10
466	-11
467	-10
468	-11
469	-12
470	-11
471	-10
472	-9
473	-8
474	-9
475	-10
476	-9
477	-8
478	-9
479	-8
480	-9
481	-8
482	-9
483	-10
484	-9
485	-10
486	-11
487	-12
488	-11
489	-12
490	-13
491	-12
492	-11
493	-10
494	-11
495	-10
496	-9
497	-10
498	-9
499	-8
500	-7
501	-6
502	-7
503	-8
504	-9
505	-8
506	-9
507	-8
508	-7
509	-6
510	-7
511	-6
512	-7
513	-6
514	-5
515	-6
516	-7
517	-6
518	-7
519	-6
520	-7
521	-6
522	-7
523	-6
524	-5
525	-6
526	-7
527	-6
528	-7
529	-8
530	-7
531	-8
532	-7
533	-8
534	-9
535	-8
536	-7
537	-8
538	-9
539	-8
540	-7
541	-6
542	-5
543	-4
544	-3
545	-4
546	-3
547	-4
548	-3
549	-4
550	-5
551	-4
552	-3
553	-4
554	-3
555	-4
556	-5
557	-4
558	-3
559	-2
560	-1
561	-2
562	-3
563	-2
564	-3
565	-4
566	-3
567	-2
568	-1
569	0
570	-1
571	-2
572	-1
573	0
574	-1
575	-2
576	-1
577	0
578	1
579	0
580	1
581	2
582	1
583	2
584	1
585	2
586	3
587	2
588	3
589	4
590	5
591	4
592	5
593	4
594	3
595	4
596	3
597	2
598	1
599	0
600	1
601	0
602	-1
603	-2
604	-3
605	-4
606	-5
607	-4
608	-3
609	-2
610	-1
611	-2
612	-1
613	0
614	1
615	0
616	1
617	2
618	3
619	2
620	1
621	0
622	-1
623	0
624	1
625	2
626	3
627	2
628	1
629	2
630	3
631	2
632	1
633	2
634	3
635	4
636	3
637	2
638	1
639	0
640	1
641	0
642	-1
643	0
644	1
645	0
646	-1
647	-2
648	-3
649	-2
650	-1
651	-2
652	-1
653	0
654	-1
655	-2
656	-1
657	-2
658	-3
659	-4
660	-3
661	-4
662	-5
663	-6
664	-5
665	-6
666	-7
667	-8
668	-9
669	-10
670	-9
671	-8
672	-9
673	-8
674	-7
675	-6
676	-5
677	-4
678	-3
679	-2
680	-1
681	0
682	1
683	2
684	3
685	2
686	3
687	4
688	3
689	4
690	3
691	2
692	1
693	2
694	1
695	0
696	-1
697	-2
698	-1
699	0
700	1
701	0
702	-1
703	0
704	1
705	2
706	3
707	4
708	3
709	2
710	3
711	4
712	3
713	4
714	5
715	4
716	3
717	4
718	3
719	2
720	1
721	2
722	1
723	0
724	-1
725	-2
726	-1
727	0
728	1
729	0
730	1
731	2
732	3
733	4
734	3
735	4
736	5
737	4
738	3
739	2
740	1
741	2
742	3
743	4
744	5
745	4
746	3
747	4
748	3
749	4
750	5
751	6
752	7
753	6
754	7
755	8
756	7
757	8
758	7
759	6
760	7
761	8
762	7
763	8
764	9
765	10
766	11
767	12
768	13
769	12
770	11
771	10
772	11
773	12
774	13
775	12
776	11
777	10
778	9
779	8
780	7
781	8
782	9
783	8
784	7
785	6
786	7
787	8
788	7
789	6
790	7
791	8
792	9
793	10
794	11
795	10
796	11
797	10
798	11
799	10
800	9
801	10
802	9
803	8
804	9
805	10
806	9
807	10
808	9
809	10
810	9
811	10
812	11
813	10
814	11
815	12
816	11
817	10
818	11
819	12
820	11
821	10
822	11
823	12
824	11
825	10
826	11
827	10
828	9
829	10
830	11
831	12
832	11
833	10
834	9
835	10
836	11
837	12
838	13
839	14
840	13
841	14
842	15
843	14
844	13
845	14
846	13
847	14
848	13
849	12
850	11
851	12
852	11
853	12
854	11
855	10
856	11
857	10
858	9
859	10
860	11
861	10
862	9
863	10
864	9
865	8
866	7
867	6
868	7
869	6
870	7
871	8
872	7
873	6
874	7
875	6
876	5
877	4
878	5
879	6
880	5
881	6
882	7
883	6
884	5
885	4
886	3
887	2
888	1
889	0
890	-1
891	-2
892	-1
893	0
894	-1
895	-2
896	-1
897	0
898	-1
899	-2
900	-3
